text,incident_type,source,source_url,article_title,date
"Cloudflare implements many different HTTP/2 defenses, developed over years in order to protect our systems and our customers. Some notable examples include mitigations added in 2019 to address ""Netflix vulnerabilities"" and in 2023 to mitigateRapid Resetandsimilarstyle attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/go-and-enhance-your-calm/,Go and enhance your calm: demolishing an HTTP/2 interop problem,
"One of the well-known and common attacks isCVE-2019-9512, aka PING flood: ""The attacker sends continual pings to an HTTP/2 peer, causing the peer to build an internal queue of responses. Depending on how efficiently this data is queued, this can consume excess CPU, memory, or both."" Sending aPING framecauses the peer to respond with a PING acknowledgement (indicated by an ACK flag). This allows for checking the liveness of the HTTP connection, along with measuring the layer 7 round-trip time – both useful things. The requirement to acknowledge a PING, however, provides the potential attack vector since it generates work for the peer.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/go-and-enhance-your-calm/,Go and enhance your calm: demolishing an HTTP/2 interop problem,
"A client that PINGs the Cloudflare edge too frequently will trigger ourCVE-2019-9512mitigations, causing us to close the connection. Shortly after welaunched support for gRPCin 2020, we encountered interoperability issues with some gRPC clients that sent many PINGs as part of aperformance optimization for window tuning. We also discovered that the Rust Hyper crate had a feature called Adaptive Window that emulated the design and triggered a similarproblemuntil Hyper made afix.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/go-and-enhance-your-calm/,Go and enhance your calm: demolishing an HTTP/2 interop problem,
"We suspected that this was an HTTP/2 mitigation issue and confirmed it was a PING flood mitigation in our logs. But taking a step back, you may wonder why two internal microservices are communicating over the Cloudflare edge at all, and therefore hitting our mitigations. In this case, communicating over the edge provides us with several advantages:",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/go-and-enhance-your-calm/,Go and enhance your calm: demolishing an HTTP/2 interop problem,
"HTTP/2 is a protocol with several features. Many implementations have implemented hardening to protect themselves from misuse of features, which can trigger a connection to be closed. The recommended error code for closing connections in such conditions is ENHANCE_YOUR_CALM. There are numerous HTTP/2 implementations and APIs, which may drive the use of HTTP/2 features in unexpected ways that could appear like attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/go-and-enhance-your-calm/,Go and enhance your calm: demolishing an HTTP/2 interop problem,
"If you have an HTTP/2 client that encounters closures with ENHANCE_YOUR_CALM, we recommend that you try to establish ground truth with packet captures (including TLS decryption keys via mechanisms likeSSLKEYLOGFILE) and/or detailed trace logging. Look for patterns of frequent or repeated frames that might be similar to malicious traffic. Adjusting your client may help avoid it getting misclassified as an attacker.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/go-and-enhance-your-calm/,Go and enhance your calm: demolishing an HTTP/2 interop problem,
"On July 31, 2025, just as Portugal entered the peak of another intense wildfire season, João Pina, also known asTomahock, received an automated alert from Cloudflare. His volunteer-run project,fogos.pt, now a trusted source of real-time wildfire information for millions across Portugal, was under attack.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"Wildfires are not just a Portuguese challenge. They are frequent across southern Europe (Spain, Greece, currently also under alert), California, Australia, and in Canada, which in 2023 facedrecord-settingfires. In all these cases, reliable information can be crucial, sometimes life-saving. Other organizations offering similar public services can also apply to joinProject Galileoto receive protection and handle heavy traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"On July 31 and August 1, 2025, two Distributed Denial of Service (DDoS) attacks targeted fogos.pt. Cloudflare automatically detected and mitigated both attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"July 31 attack:• Duration: 7 minutes
 • Peak: 33,000 requests per second at 11:27 UTC
 • Bandwidth: 1.7 Gbps (Max)

How the attack looks like in requests per second:",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"August 1 attack:
 • Duration: 5 minutes
 • Peak: 31,000 requests per second at 10:24 UTC
 • Bandwidth: 849 Mbps (Max)

How the attack looks like in requests per second from our perspective:",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"By Cloudflare’s standards, these were small. For comparison, last year we mitigated an attack exceeding700,000 requests per secondagainst a high-profile US election campaign site. But for an civic project like fogos.pt, even tens of thousands of requests per second — if unprotected — can be enough to take services offline at the worst possible time.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"Proxies: open or misconfigured servers, residential proxy networks, or anonymity tools that hide attackers’ IPs.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"The July 31 attack likely relied on open proxies, with much of the traffic arriving unencrypted (a common sign of proxy-based attacks). The August 1 attack, in contrast, came largely from cloud machines, matching patterns we see from botnets that exploit cloud infrastructure.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"These attacks were blocked without disruption. Cloudflare’s autonomous mitigation systems kicked in, and email alerts were automatically sent to João and the team. No downtime, no manual intervention required.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"Fogos.pt has used Cloudflare’s free services since the beginning, starting with DNS and gradually expanding to DDoS mitigation, caching, rate limiting, and more. The site joined Project Galileo, which protects journalists, human rights defenders, and public service projects, to get stronger, upgraded features and service at no cost.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"“Without Cloudflare, the site would have gone down many times during fire season,” says João Pina. “We use almost every product — but protection against attacks is critical.”",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"Traffic to fogos.pt surges when wildfires hit the news or get mentioned by authorities. These spikes can bring tens of thousands of visitors per day. And as attention grows, so does the risk. Attacks can be used to silence or disrupt critical services, or simply as distractions for more malicious activity. In August 2025, the site often had close to 60,000 people browsing at the same time, with around 40,000 being the norm across the web and app services.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/wildfire-fogos-pt-portugal-ddos-attack/,How a volunteer-run wildfire site in Portugal stayed online during DDoS attacks,
"On August 13, security researchers at Tel Aviv University disclosed a new HTTP/2 denial-of-service (DoS) vulnerability that they are calling MadeYouReset (CVE-2025-8671). This vulnerability exists in a limited number of unpatched HTTP/2 server implementations that do not accurately track use of server-sent stream resets, which can lead to resource consumption.If you’re using Cloudflare for HTTP DDoS mitigation, you’re already protected from MadeYouReset.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/madeyoureset-an-http-2-vulnerability-thwarted-by-rapid-reset-mitigations/,MadeYouReset: An HTTP/2 vulnerability thwarted by Rapid Reset mitigations,
"Cloudflare was informed of this vulnerability in May through a coordinated disclosure process, and we were able to confirm that our systems were not susceptible. We foresaw this sort of attack while mitigating the ""Netflix vulnerabilities"" in 2019, and added even stronger defenses in response toRapid Reset(CVE-2023-44487) in 2023. MadeYouReset and Rapid Reset are two conceptually similar attacks that exploit a fundamental feature withinthe HTTP/2 specification(RFC 9113): stream resets. In the HTTP/2 protocol, a client initiates a bidirectional stream that carries an HTTP request/response exchange, represented as frames sent between the client and server. Typically, HEADERS and DATA frames are used for a complete exchange.  Endpoints can use the RST_STREAM frame to prematurely terminate a stream, essentially cancelling operations and signalling that it won’t process any more request or response data. Furthermore, HTTP/2 requires that RST_STREAM is sent when there are protocol errors related to the stream. For example,section 6.1 of RFC 9113requires that when a DATA frame is received under the wrong circumstances, ""...the recipient MUST respond with a stream error (Section 5.4.2) of type STREAM_CLOSED"".",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/madeyoureset-an-http-2-vulnerability-thwarted-by-rapid-reset-mitigations/,MadeYouReset: An HTTP/2 vulnerability thwarted by Rapid Reset mitigations,
"The vulnerability exploited by both MadeYouReset and Rapid Reset lies in the potential for malicious actors to abuse this stream reset mechanism. By repeatedly causing stream resets, attackers can overwhelm a server's resources. While the server is attempting to process and respond to a multitude of requests, the rapid succession of resets forces it to expend computational effort on starting and then immediately discarding these operations. This can lead to resource exhaustion and impact the availability of the targeted server for legitimate users;as described previously, the main difference between the two attacks is that Rapid Reset exploits client-sent resets, while MadeYouReset exploits server-sent resets. It works by using a client to persuade a server into resetting streams via intentionally sending frames that trigger protocol violations, which in turn trigger stream errors.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/madeyoureset-an-http-2-vulnerability-thwarted-by-rapid-reset-mitigations/,MadeYouReset: An HTTP/2 vulnerability thwarted by Rapid Reset mitigations,
